N,EMPLOYEE_ID,TRUCK_ID,DATE
57,604020,1078,2010-10-27
58,604020,393190,2010-10-28
61,604020,1078,2010-10-31
63,604020,1078,2010-11-02
64,604020,393190,2010-11-03
65,604020,1078,2010-11-04
68,604020,393190,2010-11-07
69,604020,393190,2010-11-08
70,604020,393190,2010-11-09
1,602938,393181,2010-09-01
2,602938,393181,2010-09-02
3,602938,393181,2010-09-03
4,602938,393181,2010-09-04
5,602938,393181,2010-09-05
6,602938,393181,2010-09-06
8,602938,393181,2010-09-08
9,602938,393177,2010-09-09
10,602938,393177,2010-09-10
11,602938,393181,2010-09-11
12,602938,393181,2010-09-12
15,602938,393177,2010-09-15
16,602938,393177,2010-09-16
17,602938,393181,2010-09-17
18,602938,393177,2010-09-18
19,602938,393181,2010-09-19
22,602938,393177,2010-09-22
23,602938,393181,2010-09-23
24,602938,393181,2010-09-24
25,602938,393181,2010-09-25
26,602938,393181,2010-09-26
29,602938,393177,2010-09-29
30,602938,393181,2010-09-30
31,602938,393181,2010-10-01
32,602938,393181,2010-10-02
33,602938,393177,2010-10-03
36,602938,393181,2010-10-06
37,602938,393177,2010-10-07
38,602938,393177,2010-10-08
39,602938,393177,2010-10-09
40,602938,393177,2010-10-10
43,602938,393181,2010-10-13
44,602938,393177,2010-10-14
45,602938,393181,2010-10-15
46,602938,393177,2010-10-16
50,602938,393177,2010-10-20
51,602938,393177,2010-10-21
52,602938,393181,2010-10-22
52,602938,393177,2010-10-22
53,602938,393177,2010-10-23
54,602938,393181,2010-10-24
57,602938,393181,2010-10-27
58,602938,393177,2010-10-28
59,602938,393177,2010-10-29
60,602938,393177,2010-10-30
64,602938,393181,2010-11-03
65,602938,393181,2010-11-04
66,602938,393181,2010-11-05
67,602938,393181,2010-11-06
68,602938,393181,2010-11-07
3,600420,70661,2010-09-03
4,600420,70661,2010-09-04
5,600420,70661,2010-09-05
7,600420,70661,2010-09-07
10,600420,70661,2010-09-10
11,600420,70661,2010-09-11
12,600420,70661,2010-09-12
13,600420,70661,2010-09-13
14,600420,70661,2010-09-14
17,600420,70661,2010-09-17
18,600420,70661,2010-09-18
19,600420,70661,2010-09-19
20,600420,70661,2010-09-20
21,600420,70661,2010-09-21
24,600420,70661,2010-09-24
25,600420,70661,2010-09-25
26,600420,70661,2010-09-26
27,600420,70661,2010-09-27
28,600420,70661,2010-09-28
31,600420,70661,2010-10-01
32,600420,70661,2010-10-02
33,600420,70661,2010-10-03
34,600420,70661,2010-10-04
35,600420,70661,2010-10-05
38,600420,70661,2010-10-08
39,600420,70661,2010-10-09
40,600420,70661,2010-10-10
41,600420,70661,2010-10-11
42,600420,70661,2010-10-12
45,600420,70661,2010-10-15
46,600420,70661,2010-10-16
47,600420,70661,2010-10-17
48,600420,70661,2010-10-18
49,600420,70661,2010-10-19
52,600420,70661,2010-10-22
53,600420,70661,2010-10-23
54,600420,70661,2010-10-24
55,600420,70661,2010-10-25
56,600420,70661,2010-10-26
59,600420,70661,2010-10-29
60,600420,70661,2010-10-30
61,600420,70661,2010-10-31
62,600420,70661,2010-11-01
63,600420,70661,2010-11-02
66,600420,70661,2010-11-05
67,600420,70661,2010-11-06
68,600420,70661,2010-11-07
69,600420,70661,2010-11-08
70,600420,70661,2010-11-09
1,500241,393186,2010-09-01
2,500241,393186,2010-09-02
3,500241,393186,2010-09-03
3,500241,70688,2010-09-03
4,500241,393186,2010-09-04
6,500241,393182,2010-09-06
7,500241,393186,2010-09-07
8,500241,393186,2010-09-08
9,500241,393186,2010-09-09
10,500241,70684,2010-09-10
10,500241,70688,2010-09-10
11,500241,76631,2010-09-11
14,500241,393186,2010-09-14
15,500241,393186,2010-09-15
16,500241,393186,2010-09-16
17,500241,76621,2010-09-17
18,500241,393186,2010-09-18
20,500241,393186,2010-09-20
21,500241,393186,2010-09-21
22,500241,393186,2010-09-22
23,500241,393186,2010-09-23
24,500241,393186,2010-09-24
24,500241,76628,2010-09-24
25,500241,393186,2010-09-25
27,500241,393186,2010-09-27
28,500241,393186,2010-09-28
29,500241,393186,2010-09-29
30,500241,393186,2010-09-30
31,500241,393186,2010-10-01
31,500241,4007,2010-10-01
32,500241,76628,2010-10-02
35,500241,393186,2010-10-05
36,500241,393186,2010-10-06
37,500241,393186,2010-10-07
38,500241,393186,2010-10-08
38,500241,76628,2010-10-08
39,500241,76628,2010-10-09
42,500241,393186,2010-10-12
43,500241,76628,2010-10-13
44,500241,393186,2010-10-14
45,500241,393186,2010-10-15
45,500241,76628,2010-10-15
46,500241,76628,2010-10-16
49,500241,76628,2010-10-19
50,500241,76628,2010-10-20
51,500241,76628,2010-10-21
52,500241,76631,2010-10-22
53,500241,76628,2010-10-23
56,500241,393186,2010-10-26
58,500241,76628,2010-10-28
59,500241,76628,2010-10-29
60,500241,76628,2010-10-30
63,500241,76628,2010-11-02
65,500241,393186,2010-11-04
66,500241,393186,2010-11-05
66,500241,70688,2010-11-05
69,500241,393186,2010-11-08
70,500241,393186,2010-11-09
1,501105,393181,2010-09-01
3,501105,93609,2010-09-03
4,501105,93609,2010-09-04
4,501105,393178,2010-09-04
5,501105,393178,2010-09-05
6,501105,93609,2010-09-06
9,501105,93609,2010-09-09
11,501105,93609,2010-09-11
11,501105,93609,2010-09-11
12,501105,393178,2010-09-12
12,501105,93606,2010-09-12
13,501105,93609,2010-09-13
14,501105,93609,2010-09-14
15,501105,393181,2010-09-15
17,501105,393178,2010-09-17
18,501105,93609,2010-09-18
18,501105,393178,2010-09-18
19,501105,393178,2010-09-19
20,501105,93609,2010-09-20
21,501105,93609,2010-09-21
24,501105,393181,2010-09-24
25,501105,93609,2010-09-25
25,501105,93609,2010-09-25
26,501105,93609,2010-09-26
26,501105,372435,2010-09-26
27,501105,93609,2010-09-27
28,501105,93609,2010-09-28
31,501105,93609,2010-10-01
32,501105,93609,2010-10-02
32,501105,93609,2010-10-02
33,501105,93609,2010-10-03
33,501105,393178,2010-10-03
33,501105,93609,2010-10-03
34,501105,93609,2010-10-04
35,501105,93609,2010-10-05
38,501105,393178,2010-10-08
39,501105,93609,2010-10-09
39,501105,393178,2010-10-09
40,501105,93609,2010-10-10
40,501105,393181,2010-10-10
41,501105,93609,2010-10-11
42,501105,93609,2010-10-12
44,501105,393178,2010-10-14
45,501105,393178,2010-10-15
46,501105,93609,2010-10-16
46,501105,93609,2010-10-16
47,501105,93609,2010-10-17
47,501105,393181,2010-10-17
48,501105,93609,2010-10-18
49,501105,93609,2010-10-19
52,501105,93609,2010-10-22
53,501105,393181,2010-10-23
53,501105,393178,2010-10-23
54,501105,93609,2010-10-24
54,501105,393178,2010-10-24
55,501105,93609,2010-10-25
56,501105,393178,2010-10-26
59,501105,93609,2010-10-29
60,501105,93609,2010-10-30
60,501105,393178,2010-10-30
61,501105,93609,2010-10-31
61,501105,93609,2010-10-31
62,501105,93609,2010-11-01
63,501105,93609,2010-11-02
64,501105,93609,2010-11-03
66,501105,93609,2010-11-05
67,501105,93609,2010-11-06
67,501105,393178,2010-11-06
68,501105,93609,2010-11-07
68,501105,393178,2010-11-07
69,501105,93609,2010-11-08
70,501105,93609,2010-11-09
1,500666,1171,2010-09-01
2,500666,93612,2010-09-02
3,500666,1171,2010-09-03
7,500666,93615,2010-09-07
8,500666,1171,2010-09-08
9,500666,93612,2010-09-09
10,500666,1171,2010-09-10
13,500666,93617,2010-09-13
14,500666,93615,2010-09-14
15,500666,1171,2010-09-15
16,500666,1171,2010-09-16
17,500666,1171,2010-09-17
20,500666,93615,2010-09-20
21,500666,1171,2010-09-21
22,500666,93615,2010-09-22
23,500666,1171,2010-09-23
24,500666,1171,2010-09-24
27,500666,1171,2010-09-27
28,500666,1171,2010-09-28
29,500666,1171,2010-09-29
30,500666,1171,2010-09-30
31,500666,1171,2010-10-01
34,500666,93617,2010-10-04
35,500666,93615,2010-10-05
36,500666,1171,2010-10-06
37,500666,1171,2010-10-07
38,500666,1171,2010-10-08
39,500666,1171,2010-10-09
41,500666,70697,2010-10-11
42,500666,93617,2010-10-12
43,500666,1171,2010-10-13
44,500666,1171,2010-10-14
45,500666,1171,2010-10-15
48,500666,1171,2010-10-18
49,500666,93612,2010-10-19
50,500666,1171,2010-10-20
51,500666,93612,2010-10-21
52,500666,1171,2010-10-22
55,500666,1171,2010-10-25
56,500666,93615,2010-10-26
57,500666,93612,2010-10-27
59,500666,1171,2010-10-29
60,500666,1171,2010-10-30
62,500666,93615,2010-11-01
63,500666,93615,2010-11-02
64,500666,1171,2010-11-03
65,500666,1171,2010-11-04
66,500666,1171,2010-11-05
69,500666,1171,2010-11-08
70,500666,1171,2010-11-09
1,500143,393188,2010-09-01
2,500143,70690,2010-09-02
3,500143,393188,2010-09-03
4,500143,393188,2010-09-04
7,500143,393188,2010-09-07
8,500143,393188,2010-09-08
9,500143,393188,2010-09-09
10,500143,393188,2010-09-10
13,500143,393188,2010-09-13
14,500143,393188,2010-09-14
15,500143,393188,2010-09-15
16,500143,393188,2010-09-16
17,500143,70690,2010-09-17
20,500143,393188,2010-09-20
21,500143,393188,2010-09-21
22,500143,393188,2010-09-22
23,500143,393188,2010-09-23
24,500143,70690,2010-09-24
27,500143,393188,2010-09-27
28,500143,393188,2010-09-28
29,500143,393188,2010-09-29
30,500143,393188,2010-09-30
31,500143,393188,2010-10-01
35,500143,393188,2010-10-05
36,500143,393188,2010-10-06
37,500143,393188,2010-10-07
38,500143,393188,2010-10-08
39,500143,1187,2010-10-09
41,500143,393188,2010-10-11
42,500143,393188,2010-10-12
43,500143,393188,2010-10-13
44,500143,393188,2010-10-14
45,500143,393188,2010-10-15
48,500143,393188,2010-10-18
49,500143,70690,2010-10-19
50,500143,393188,2010-10-20
51,500143,393188,2010-10-21
52,500143,393188,2010-10-22
55,500143,393188,2010-10-25
56,500143,393188,2010-10-26
57,500143,393188,2010-10-27
58,500143,393188,2010-10-28
59,500143,393188,2010-10-29
62,500143,393188,2010-11-01
63,500143,393188,2010-11-02
64,500143,393188,2010-11-03
65,500143,393188,2010-11-04
66,500143,393188,2010-11-05
69,500143,393188,2010-11-08
70,500143,393188,2010-11-09
1,602457,70606,2010-09-01
2,602457,70606,2010-09-02
3,602457,70606,2010-09-03
5,602457,70606,2010-09-05
7,602457,70606,2010-09-07
8,602457,70606,2010-09-08
8,602457,70606,2010-09-08
9,602457,70606,2010-09-09
10,602457,70606,2010-09-10
12,602457,70606,2010-09-12
12,602457,70606,2010-09-12
13,602457,70606,2010-09-13
13,602457,70606,2010-09-13
14,602457,70606,2010-09-14
15,602457,70606,2010-09-15
16,602457,70606,2010-09-16
17,602457,70606,2010-09-17
19,602457,70606,2010-09-19
20,602457,70606,2010-09-20
21,602457,70606,2010-09-21
22,602457,70606,2010-09-22
23,602457,70606,2010-09-23
24,602457,70606,2010-09-24
26,602457,393203,2010-09-26
26,602457,70606,2010-09-26
27,602457,70606,2010-09-27
28,602457,70606,2010-09-28
29,602457,70606,2010-09-29
30,602457,70606,2010-09-30
31,602457,70606,2010-10-01
33,602457,70606,2010-10-03
34,602457,70606,2010-10-04
35,602457,70606,2010-10-05
36,602457,70606,2010-10-06
37,602457,70606,2010-10-07
38,602457,393203,2010-10-08
41,602457,70606,2010-10-11
42,602457,70606,2010-10-12
43,602457,70606,2010-10-13
44,602457,70606,2010-10-14
45,602457,70606,2010-10-15
47,602457,70606,2010-10-17
47,602457,393203,2010-10-17
48,602457,70606,2010-10-18
48,602457,393203,2010-10-18
49,602457,70606,2010-10-19
50,602457,393203,2010-10-20
51,602457,70606,2010-10-21
52,602457,393203,2010-10-22
54,602457,70606,2010-10-24
54,602457,393203,2010-10-24
55,602457,70606,2010-10-25
55,602457,70606,2010-10-25
57,602457,70606,2010-10-27
58,602457,393203,2010-10-28
61,602457,70606,2010-10-31
62,602457,393203,2010-11-01
62,602457,393203,2010-11-01
63,602457,70606,2010-11-02
63,602457,70606,2010-11-02
64,602457,70606,2010-11-03
65,602457,70606,2010-11-04
69,602457,70606,2010-11-08
69,602457,70606,2010-11-08
70,602457,70606,2010-11-09
2,603913,93616,2010-09-02
3,603913,93616,2010-09-03
6,603913,93616,2010-09-06
7,603913,76349,2010-09-07
9,603913,76349,2010-09-09
10,603913,76349,2010-09-10
12,603913,93616,2010-09-12
13,603913,76349,2010-09-13
14,603913,76349,2010-09-14
16,603913,76349,2010-09-16
17,603913,76349,2010-09-17
19,603913,76349,2010-09-19
21,603913,76349,2010-09-21
23,603913,76349,2010-09-23
24,603913,76349,2010-09-24
26,603913,76349,2010-09-26
27,603913,76349,2010-09-27
28,603913,93616,2010-09-28
30,603913,76349,2010-09-30
31,603913,76349,2010-10-01
33,603913,76349,2010-10-03
34,603913,76349,2010-10-04
35,603913,76349,2010-10-05
37,603913,76349,2010-10-07
38,603913,76349,2010-10-08
40,603913,76349,2010-10-10
41,603913,76349,2010-10-11
42,603913,76349,2010-10-12
44,603913,76349,2010-10-14
45,603913,76349,2010-10-15
47,603913,76349,2010-10-17
48,603913,4021,2010-10-18
49,603913,93616,2010-10-19
51,603913,76349,2010-10-21
52,603913,93616,2010-10-22
54,603913,4021,2010-10-24
55,603913,93616,2010-10-25
56,603913,76349,2010-10-26
58,603913,76349,2010-10-28
62,603913,76349,2010-11-01
3,604014,76629,2010-09-03
4,604014,94609,2010-09-04
5,604014,76629,2010-09-05
6,604014,94609,2010-09-06
7,604014,393187,2010-09-07
8,604014,76629,2010-09-08
10,604014,393187,2010-09-10
11,604014,393187,2010-09-11
12,604014,94609,2010-09-12
13,604014,94609,2010-09-13
14,604014,94609,2010-09-14
17,604014,76629,2010-09-17
18,604014,393187,2010-09-18
19,604014,94609,2010-09-19
20,604014,94609,2010-09-20
21,604014,76629,2010-09-21
24,604014,76629,2010-09-24
25,604014,393187,2010-09-25
26,604014,94609,2010-09-26
27,604014,76629,2010-09-27
28,604014,94609,2010-09-28
31,604014,94609,2010-10-01
32,604014,393187,2010-10-02
33,604014,76629,2010-10-03
34,604014,94609,2010-10-04
35,604014,76629,2010-10-05
38,604014,76629,2010-10-08
39,604014,94609,2010-10-09
40,604014,94609,2010-10-10
41,604014,94609,2010-10-11
42,604014,94609,2010-10-12
45,604014,94609,2010-10-15
46,604014,94609,2010-10-16
47,604014,94609,2010-10-17
48,604014,94609,2010-10-18
49,604014,76629,2010-10-19
52,604014,393187,2010-10-22
53,604014,94609,2010-10-23
54,604014,70611,2010-10-24
55,604014,94609,2010-10-25
56,604014,76629,2010-10-26
59,604014,94609,2010-10-29
60,604014,94609,2010-10-30
61,604014,393198,2010-10-31
63,604014,94609,2010-11-02
66,604014,94609,2010-11-05
67,604014,4003,2010-11-06
68,604014,94609,2010-11-07
69,604014,76629,2010-11-08
70,604014,94609,2010-11-09
1,604016,393181,2010-09-01
2,604016,93617,2010-09-02
3,604016,93617,2010-09-03
6,604016,93617,2010-09-06
7,604016,393181,2010-09-07
8,604016,93617,2010-09-08
9,604016,393181,2010-09-09
10,604016,393181,2010-09-10
12,604016,393176,2010-09-12
13,604016,93617,2010-09-13
14,604016,93617,2010-09-14
15,604016,93617,2010-09-15
16,604016,393181,2010-09-16
19,604016,393181,2010-09-19
20,604016,393181,2010-09-20
21,604016,393181,2010-09-21
22,604016,393181,2010-09-22
23,604016,393181,2010-09-23
26,604016,393176,2010-09-26
27,604016,393181,2010-09-27
28,604016,393181,2010-09-28
29,604016,93617,2010-09-29
30,604016,393181,2010-09-30
33,604016,393176,2010-10-03
34,604016,4015,2010-10-04
35,604016,93617,2010-10-05
36,604016,93617,2010-10-06
37,604016,93617,2010-10-07
40,604016,93617,2010-10-10
41,604016,393181,2010-10-11
42,604016,4015,2010-10-12
43,604016,393181,2010-10-13
44,604016,93617,2010-10-14
47,604016,393181,2010-10-17
48,604016,393181,2010-10-18
49,604016,393176,2010-10-19
50,604016,393181,2010-10-20
51,604016,93617,2010-10-21
52,604016,393176,2010-10-22
54,604016,393181,2010-10-24
55,604016,393181,2010-10-25
56,604016,393181,2010-10-26
57,604016,393181,2010-10-27
58,604016,393181,2010-10-28
61,604016,4015,2010-10-31
62,604016,4015,2010-11-01
63,604016,393181,2010-11-02
64,604016,393181,2010-11-03
65,604016,393181,2010-11-04
68,604016,393181,2010-11-07
69,604016,393181,2010-11-08
70,604016,93617,2010-11-09
1,603109,70692,2010-09-01
2,603109,70692,2010-09-02
5,603109,70692,2010-09-05
7,603109,70692,2010-09-07
8,603109,70692,2010-09-08
8,603109,70692,2010-09-08
9,603109,70692,2010-09-09
12,603109,70692,2010-09-12
14,603109,70692,2010-09-14
15,603109,70692,2010-09-15
16,603109,94609,2010-09-16
19,603109,70692,2010-09-19
21,603109,94609,2010-09-21
22,603109,70692,2010-09-22
23,603109,70692,2010-09-23
26,603109,94609,2010-09-26
27,603109,70692,2010-09-27
28,603109,94609,2010-09-28
29,603109,70692,2010-09-29
30,603109,94609,2010-09-30
33,603109,70692,2010-10-03
34,603109,70692,2010-10-04
35,603109,94609,2010-10-05
36,603109,70692,2010-10-06
42,603109,70692,2010-10-12
43,603109,70692,2010-10-13
44,603109,70692,2010-10-14
47,603109,70692,2010-10-17
48,603109,4016,2010-10-18
49,603109,94609,2010-10-19
50,603109,70692,2010-10-20
51,603109,4016,2010-10-21
55,603109,4016,2010-10-25
56,603109,94609,2010-10-26
57,603109,70692,2010-10-27
58,603109,94609,2010-10-28
62,603109,76626,2010-11-01
63,603109,70692,2010-11-02
64,603109,94609,2010-11-03
65,603109,94609,2010-11-04
69,603109,70692,2010-11-08
70,603109,4008,2010-11-09
58,9998,1167,2010-10-28
59,9998,1167,2010-10-29
62,9998,1167,2010-11-01
63,9998,1167,2010-11-02
64,9998,1167,2010-11-03
69,9998,93615,2010-11-08
70,9998,93615,2010-11-09
50,9997,70692,2010-10-20
51,9997,56306,2010-10-21
55,9997,70692,2010-10-25
56,9997,70692,2010-10-26
57,9997,70692,2010-10-27
62,9997,70692,2010-11-01
63,9997,70692,2010-11-02
64,9997,70692,2010-11-03
69,9997,70692,2010-11-08
70,9997,70692,2010-11-09
1,500661,74675,2010-09-01
2,500661,74675,2010-09-02
3,500661,74675,2010-09-03
7,500661,74675,2010-09-07
8,500661,393196,2010-09-08
10,500661,74675,2010-09-10
13,500661,74675,2010-09-13
14,500661,74675,2010-09-14
15,500661,74675,2010-09-15
16,500661,74675,2010-09-16
17,500661,74675,2010-09-17
20,500661,74675,2010-09-20
21,500661,393196,2010-09-21
22,500661,74675,2010-09-22
23,500661,393196,2010-09-23
24,500661,74675,2010-09-24
27,500661,74675,2010-09-27
28,500661,74675,2010-09-28
29,500661,393196,2010-09-29
31,500661,74675,2010-10-01
34,500661,93611,2010-10-04
35,500661,393196,2010-10-05
36,500661,74675,2010-10-06
37,500661,393196,2010-10-07
38,500661,393196,2010-10-08
41,500661,74675,2010-10-11
42,500661,74675,2010-10-12
43,500661,74675,2010-10-13
44,500661,393196,2010-10-14
45,500661,74675,2010-10-15
48,500661,93611,2010-10-18
49,500661,93611,2010-10-19
50,500661,74675,2010-10-20
51,500661,74675,2010-10-21
52,500661,393196,2010-10-22
55,500661,393196,2010-10-25
56,500661,93611,2010-10-26
57,500661,74675,2010-10-27
58,500661,74675,2010-10-28
59,500661,74675,2010-10-29
62,500661,93611,2010-11-01
63,500661,74675,2010-11-02
64,500661,93611,2010-11-03
65,500661,74675,2010-11-04
66,500661,74675,2010-11-05
69,500661,393196,2010-11-08
70,500661,393196,2010-11-09
49,9996,906,2010-10-19
50,9996,906,2010-10-20
51,9996,906,2010-10-21
55,9996,906,2010-10-25
56,9996,906,2010-10-26
57,9996,906,2010-10-27
58,9996,906,2010-10-28
59,9996,906,2010-10-29
62,9996,906,2010-11-01
63,9996,906,2010-11-02
64,9996,906,2010-11-03
66,9996,906,2010-11-05
69,9996,906,2010-11-08
70,9996,906,2010-11-09
50,9990,56353,2010-10-20
51,9990,56353,2010-10-21
55,9990,56353,2010-10-25
56,9990,56353,2010-10-26
57,9990,56353,2010-10-27
58,9990,56353,2010-10-28
59,9990,56353,2010-10-29
62,9990,56353,2010-11-01
63,9990,56353,2010-11-02
64,9990,56353,2010-11-03
68,9990,56353,2010-11-07
69,9990,56353,2010-11-08
70,9990,56353,2010-11-09
1,601284,70611,2010-09-01
2,601284,70611,2010-09-02
2,601284,70611,2010-09-02
4,601284,70611,2010-09-04
5,601284,70611,2010-09-05
6,601284,70611,2010-09-06
6,601284,70611,2010-09-06
7,601284,70611,2010-09-07
8,601284,70611,2010-09-08
13,601284,70611,2010-09-13
13,601284,70658,2010-09-13
14,601284,70611,2010-09-14
15,601284,70611,2010-09-15
17,601284,70613,2010-09-17
17,601284,70611,2010-09-17
18,601284,70611,2010-09-18
19,601284,70611,2010-09-19
20,601284,70611,2010-09-20
21,601284,70611,2010-09-21
22,601284,70611,2010-09-22
24,601284,70658,2010-09-24
25,601284,70613,2010-09-25
27,601284,70611,2010-09-27
27,601284,70658,2010-09-27
28,601284,70611,2010-09-28
29,601284,70611,2010-09-29
32,601284,70658,2010-10-02
33,601284,70658,2010-10-03
34,601284,70611,2010-10-04
34,601284,70611,2010-10-04
35,601284,70611,2010-10-05
36,601284,70611,2010-10-06
38,601284,70611,2010-10-08
39,601284,70611,2010-10-09
40,601284,70613,2010-10-10
41,601284,70611,2010-10-11
42,601284,70613,2010-10-12
43,601284,70611,2010-10-13
43,601284,70611,2010-10-13
46,601284,70611,2010-10-16
47,601284,70611,2010-10-17
49,601284,70611,2010-10-19
49,601284,70658,2010-10-19
50,601284,70611,2010-10-20
52,601284,393202,2010-10-22
52,601284,70611,2010-10-22
53,601284,70611,2010-10-23
54,601284,70611,2010-10-24
55,601284,70611,2010-10-25
56,601284,70611,2010-10-26
57,601284,70611,2010-10-27
59,601284,70611,2010-10-29
60,601284,70611,2010-10-30
61,601284,70611,2010-10-31
62,601284,70611,2010-11-01
63,601284,70611,2010-11-02
64,601284,70611,2010-11-03
66,601284,70613,2010-11-05
67,601284,70658,2010-11-06
68,601284,70658,2010-11-07
69,601284,393202,2010-11-08
70,601284,70611,2010-11-09
8,500904,93615,2010-09-08
9,500904,93615,2010-09-09
10,500904,93615,2010-09-10
11,500904,393197,2010-09-11
13,500904,93615,2010-09-13
15,500904,93615,2010-09-15
16,500904,93615,2010-09-16
17,500904,76623,2010-09-17
18,500904,76623,2010-09-18
24,500904,76623,2010-09-24
25,500904,93615,2010-09-25
27,500904,93615,2010-09-27
27,500904,76623,2010-09-27
29,500904,93615,2010-09-29
30,500904,76623,2010-09-30
31,500904,93615,2010-10-01
32,500904,76623,2010-10-02
34,500904,93615,2010-10-04
34,500904,93615,2010-10-04
36,500904,93615,2010-10-06
37,500904,93615,2010-10-07
39,500904,93615,2010-10-09
41,500904,93615,2010-10-11
43,500904,93615,2010-10-13
44,500904,76623,2010-10-14
45,500904,93615,2010-10-15
46,500904,93615,2010-10-16
48,500904,76623,2010-10-18
50,500904,93615,2010-10-20
52,500904,93615,2010-10-22
53,500904,93615,2010-10-23
55,500904,93615,2010-10-25
55,500904,76623,2010-10-25
57,500904,76623,2010-10-27
58,500904,393197,2010-10-28
59,500904,393197,2010-10-29
60,500904,76623,2010-10-30
62,500904,393197,2010-11-01
64,500904,93615,2010-11-03
65,500904,93615,2010-11-04
66,500904,93615,2010-11-05
67,500904,76623,2010-11-06
69,500904,76623,2010-11-08
1,602925,70691,2010-09-01
2,602925,70691,2010-09-02
6,602925,70691,2010-09-06
8,602925,70612,2010-09-08
9,602925,70691,2010-09-09
12,602925,76627,2010-09-12
13,602925,70697,2010-09-13
14,602925,76627,2010-09-14
19,602925,76627,2010-09-19
20,602925,70697,2010-09-20
21,602925,372435,2010-09-21
22,602925,70691,2010-09-22
23,602925,70691,2010-09-23
26,602925,76627,2010-09-26
27,602925,76627,2010-09-27
28,602925,70697,2010-09-28
29,602925,76627,2010-09-29
30,602925,76627,2010-09-30
34,602925,70697,2010-10-04
35,602925,70689,2010-10-05
36,602925,76627,2010-10-06
37,602925,70691,2010-10-07
40,602925,70697,2010-10-10
41,602925,70697,2010-10-11
42,602925,70691,2010-10-12
47,602925,70691,2010-10-17
48,602925,70691,2010-10-18
49,602925,70691,2010-10-19
50,602925,76627,2010-10-20
51,602925,70691,2010-10-21
54,602925,76627,2010-10-24
55,602925,70697,2010-10-25
56,602925,70691,2010-10-26
57,602925,70691,2010-10-27
58,602925,70691,2010-10-28
63,602925,70691,2010-11-02
64,602925,70691,2010-11-03
65,602925,76627,2010-11-04
69,602925,70697,2010-11-08
70,602925,70697,2010-11-09
1,500254,393185,2010-09-01
2,500254,393185,2010-09-02
3,500254,393185,2010-09-03
5,500254,393185,2010-09-05
13,500254,393185,2010-09-13
14,500254,393185,2010-09-14
15,500254,393185,2010-09-15
16,500254,393185,2010-09-16
19,500254,393185,2010-09-19
20,500254,393185,2010-09-20
21,500254,393185,2010-09-21
22,500254,393185,2010-09-22
23,500254,393185,2010-09-23
26,500254,393185,2010-09-26
27,500254,393185,2010-09-27
28,500254,393185,2010-09-28
30,500254,393185,2010-09-30
33,500254,393185,2010-10-03
34,500254,393185,2010-10-04
35,500254,393185,2010-10-05
36,500254,393185,2010-10-06
37,500254,393185,2010-10-07
40,500254,393185,2010-10-10
41,500254,393185,2010-10-11
42,500254,393185,2010-10-12
43,500254,393185,2010-10-13
44,500254,393185,2010-10-14
47,500254,393185,2010-10-17
48,500254,393185,2010-10-18
49,500254,393185,2010-10-19
50,500254,393185,2010-10-20
51,500254,393185,2010-10-21
54,500254,393185,2010-10-24
55,500254,393185,2010-10-25
56,500254,393185,2010-10-26
57,500254,393185,2010-10-27
58,500254,393185,2010-10-28
61,500254,393185,2010-10-31
62,500254,393185,2010-11-01
63,500254,393185,2010-11-02
64,500254,393185,2010-11-03
65,500254,393185,2010-11-04
68,500254,393185,2010-11-07
69,500254,393185,2010-11-08
70,500254,393185,2010-11-09
1,500150,393185,2010-09-01
2,500150,93606,2010-09-02
3,500150,93606,2010-09-03
4,500150,93606,2010-09-04
7,500150,93605,2010-09-07
8,500150,93607,2010-09-08
9,500150,93606,2010-09-09
10,500150,93606,2010-09-10
14,500150,93605,2010-09-14
15,500150,93605,2010-09-15
16,500150,93607,2010-09-16
17,500150,93606,2010-09-17
20,500150,393185,2010-09-20
21,500150,93605,2010-09-21
22,500150,93607,2010-09-22
23,500150,93607,2010-09-23
24,500150,93606,2010-09-24
41,500150,93606,2010-10-11
44,500150,93606,2010-10-14
45,500150,93607,2010-10-15
48,500150,93607,2010-10-18
49,500150,93607,2010-10-19
50,500150,93606,2010-10-20
51,500150,93606,2010-10-21
52,500150,93606,2010-10-22
55,500150,393185,2010-10-25
56,500150,93607,2010-10-26
57,500150,93606,2010-10-27
58,500150,93607,2010-10-28
59,500150,93606,2010-10-29
62,500150,393185,2010-11-01
63,500150,93606,2010-11-02
64,500150,93606,2010-11-03
65,500150,93606,2010-11-04
66,500150,93605,2010-11-05
69,500150,93605,2010-11-08
70,500150,93607,2010-11-09
1,604299,70613,2010-09-01
2,604299,70613,2010-09-02
3,604299,70613,2010-09-03
4,604299,70613,2010-09-04
6,604299,70613,2010-09-06
7,604299,70613,2010-09-07
8,604299,70664,2010-09-08
9,604299,70664,2010-09-09
11,604299,70613,2010-09-11
12,604299,70664,2010-09-12
13,604299,70664,2010-09-13
14,604299,70613,2010-09-14
15,604299,70664,2010-09-15
18,604299,70613,2010-09-18
19,604299,70664,2010-09-19
20,604299,70613,2010-09-20
21,604299,70664,2010-09-21
22,604299,70664,2010-09-22
25,604299,70664,2010-09-25
26,604299,70664,2010-09-26
27,604299,70664,2010-09-27
28,604299,70664,2010-09-28
29,604299,70613,2010-09-29
30,604299,70664,2010-09-30
32,604299,70613,2010-10-02
33,604299,70664,2010-10-03
34,604299,70664,2010-10-04
